# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,stats_dat_hash,trade_number,attributed_by
base_avoid_chill_%_while_have_onslaught,4010228765,2872105818,export
base_avoid_freeze_%,141091880,1514829491,export
base_avoid_ignite_%,874270813,1783006896,export
base_avoid_poison_%,280890654,4053951709,export
base_avoid_projectiles_%_chance,2559071969,3452269808,export
base_avoid_shock_%,3202108620,1871765599,export
base_avoid_stun_%,1124358765,4262448838,export+pob
base_bleed_duration_+%,1231944479,1459321413,export
base_block_%_damage_taken,212525903,2905515354,export
base_block_luck,2075674824,984774803,export
base_bone_golem_granted_buff_effect_+%,3490661136,2420972973,export
base_cannot_be_chilled,3249396541,283649372,export
base_cannot_be_frozen,3018720065,876831634,export
base_cannot_be_frozen_if_6_redeemer_items,115126743,3423343084,export
base_cannot_be_ignited,2267517265,331731406,export
base_cannot_be_shocked,1815151935,491899612,export
base_cannot_be_stunned,2284880190,1694106311,export+pob
base_cannot_be_stunned_if_6_elder_items,114689401,3183988184,export
base_cannot_evade,1484458061,474452755,export
base_cannot_gain_bleeding,2631491092,1901158930,export
base_cannot_leech,2738320396,1336164384,export
base_cannot_leech_energy_shield,3844182275,700952022,export
base_cannot_leech_life,400199138,3769854701,export
base_cannot_leech_mana,4292329124,1759630226,export
base_cast_speed_+%,2723053659,2891184298,export
base_chance_to_deal_triple_damage_%,2758045478,2445189705,export
base_chance_to_ignite_%,4116230430,1335054179,export
base_chance_to_poison_on_hit_%,3725259792,795138349,export
base_chance_to_shock_%,3989236877,1538773178,export
base_chaos_damage_can_ignite,376710721,1139878780,export
base_chaos_damage_damages_energy_shield_%,617383697,1865744989,export+pob
base_chaos_damage_resistance_%,1674290768,2923486259,export
base_chaos_golem_granted_buff_effect_+%,2768675252,1648511635,export
base_charge_duration_+%,3135416244,2171629017,export
base_cold_damage_%_to_convert_to_chaos,3261338449,2379258771,export
base_cold_damage_%_to_convert_to_fire,3192893200,723832351,export
base_cold_damage_can_poison,1780282738,1917124426,export
base_cold_damage_resistance_%,1746311514,4220027924,export
base_convert_%_physical_damage_to_random_element,1559584857,1776612984,export
base_cooldown_speed_+%,1020211307,1004011302,export
base_cooldown_speed_+%_if_2_shaper_items,3391329810,430973012,export
base_cost_+%,2989751774,2904711338,export
base_critical_strike_multiplier_+,2977491687,3556824919,export
base_curse_duration_+%,3454338932,3824372849,export
base_damage_bypass_ward_%,1805796,3000966016,export
base_damage_removed_from_mana_before_life_%,2005757625,458438597,export
base_damage_taken_+%,1596120653,3691641145,export
base_deal_no_chaos_damage,3471373718,1896269067,export
base_deal_no_cold_damage,2332558308,743677006,export
base_deal_no_fire_damage,1300650170,3763013280,export
base_deal_no_lightning_damage,2984579935,3520498509,export
base_deal_no_physical_damage,789870355,3900877792,export
base_elemental_skill_gem_level_+_if_6_unique_influence_amoung_equipped_non_amulet_items,1931552056,547920428,export
base_elemental_status_ailment_duration_+%,2164024606,2604619892,export
base_elemental_support_gem_level_+_if_6_unique_influence_amoung_equipped_non_amulet_items,3099693878,1640163302,export
base_enemy_critical_strike_chance_+%_against_self,1868641252,4270096386,export
base_enemy_extra_damage_rolls,4074368042,1937473464,export
base_energy_shield_gained_on_enemy_death,3482334904,2528955616,export
base_energy_shield_leech_from_cold_damage_permyriad,511118041,1939452467,export
base_energy_shield_leech_from_elemental_damage_permyriad_if_2_shaper_items,3874296743,1250221293,export
base_energy_shield_leech_from_fire_damage_permyriad,199539282,3885409671,export
base_energy_shield_leech_from_lightning_damage_permyriad,188352913,308127151,export
base_energy_shield_leech_from_physical_damage_permyriad_if_2_elder_items,2939696623,2589667827,export
base_energy_shield_leech_from_spell_damage_permyriad,1376695428,11106713,export
base_energy_shield_regeneration_rate_per_minute,99015063,2561836520,export
base_energy_shield_regeneration_rate_per_minute_%,3442491954,3594640492,export
base_evasion_rating,1457140832,2144192055,export
base_extra_damage_rolls,1113454810,827991492,export
base_fire_damage_%_to_convert_to_chaos,2415901966,2731249891,export
base_fire_damage_can_poison,3341167450,1985969957,export
base_fire_damage_resistance_%,2039518076,3372524247,export
base_fire_golem_granted_buff_effect_+%,667868309,269930125,export
base_fire_hit_damage_taken_%_as_physical,1915773450,3205239847,export
base_fire_hit_damage_taken_%_as_physical_value_negated,3839510958,1029319062,export+pob
base_frenzy_charge_duration_+%,3022863432,3338298622,export
base_frozen_effect_on_self_+%,1752848217,2069161757,export
base_ghost_totem_duration,35355945,4016251064,export
base_global_chance_to_knockback_%,4117279610,977908611,export
base_ice_golem_granted_buff_effect_+%,3746609707,2250111474,export
base_immune_to_chill,3551841391,3510243006,export
base_inflict_cold_exposure_on_hit_%_chance,1636587726,2630708439,export
base_inflict_fire_exposure_on_hit_%_chance,2273684677,3602667353,export
base_inflict_lightning_exposure_on_hit_%_chance,335705410,4265906483,export
base_item_found_quantity_+%,1682723695,884586851,export+pob
base_item_found_rarity_+%,812113821,3917489142,export+pob
base_leech_is_instant_on_critical,3316627545,3389184522,export
base_life_gain_per_target,1079790274,2797971005,export+pob
base_life_gained_on_enemy_death,1419928513,3695891184,export
base_life_gained_on_spell_hit,1046712509,2018035324,export
base_life_leech_from_attack_damage_permyriad,2265157768,1828023575,export
base_life_leech_from_attack_damage_permyriad_vs_chilled_enemies,1419235042,748813744,export+pob
base_life_leech_from_chaos_damage_permyriad,2927688936,2238792070,export
base_life_leech_from_cold_damage_permyriad,1412436367,3999401129,export+pob
base_life_leech_from_elemental_damage_permyriad,355595712,720395808,export+pob
base_life_leech_from_fire_damage_permyriad,3916056049,3848282610,export+pob
base_life_leech_from_lightning_damage_permyriad,3374090519,80079005,export+pob
base_life_leech_from_physical_damage_permyriad,1072861012,3764265320,export+pob
base_life_leech_permyriad_vs_frozen_enemies,324513741,593279674,export+pob
base_life_leech_permyriad_vs_shocked_enemies,2979992796,2614321687,export+pob
base_life_regeneration_rate_per_minute,4212331198,3325883026,export
base_life_reservation_efficiency_+%,3730333541,635485889,export
base_lightning_damage_%_to_convert_to_chaos,3108149875,4238266823,export
base_lightning_damage_%_to_convert_to_cold,2312847209,2158060122,export
base_lightning_damage_can_poison,1645017665,1604984482,export
base_lightning_damage_resistance_%,1417405558,1671376347,export
base_lightning_golem_granted_buff_effect_+%,3396604398,2527931375,export
base_main_hand_damage_+%,137890382,2696701853,export
base_mana_cost_+_with_channelling_skills,3739789180,1178188780,export
base_mana_cost_+_with_non_channelling_skills,3652678618,407482587,export
base_mana_cost_-%,1289380842,474294393,export
base_mana_cost_efficiency_+%,2328697929,4101445926,export
base_mana_cost_efficiency_+%_for_2_seconds_when_you_spend_800_mana,3326028213,2814910323,export
base_mana_cost_efficiency_+%_of_minion_skills,958871382,2407942498,export
base_mana_cost_efficiency_+%_of_trap_and_mine_skills,2705880197,1601265558,export
base_mana_cost_efficiency_+%_per_10_devotion,1002943869,1355915086,export
base_mana_cost_efficiency_+%_per_endurance_charge,4009026215,2934991482,export
base_mana_gained_on_enemy_death,1022478200,1368271171,export
base_mana_gained_on_tinctured_weapon_kill,2726991086,2230910022,pob
base_mana_leech_from_attack_damage_permyriad,4125985100,350069479,export
base_mana_regeneration_rate_per_minute,2136732448,4291461939,export
base_mana_reservation_+%,1617292195,2227180465,export
base_mana_reservation_efficiency_+%,1140175263,4237190083,export
base_max_fortification,73731681,2094299742,export
base_max_fortification_per_endurance_charge,3962460853,2032578228,export
base_maximum_chaos_damage_resistance_%,1547183159,1301765461,export
base_maximum_chaos_damage_resistance_%_if_4_hunter_items,73494422,1065101352,export
base_maximum_cold_damage_resistance_%,3580837286,3676141501,export
base_maximum_cold_damage_resistance_%_if_4_redeemer_items,1549140697,4123011890,export
base_maximum_energy_shield,168289692,3489782002,export
base_maximum_energy_shield_per_blue_socket_on_item,3592053749,2906522048,export
base_maximum_fire_damage_resistance_%,905058947,4095671657,export
base_maximum_fire_damage_resistance_%_if_4_warlord_items,493117584,1417125941,export
base_maximum_fragile_regrowth,2900551944,1173537953,export
base_maximum_life,3882154373,3299347043,export
base_maximum_life_per_red_socket_on_item,494854046,4210076836,export
base_maximum_lightning_damage_resistance_%,3130505764,1011760251,export
base_maximum_lightning_damage_resistance_%_if_4_crusader_items,2169443668,901386819,export
base_maximum_mana,33179562,1050105434,export
base_maximum_mana_per_green_socket_on_item,1216354189,896299992,export
base_maximum_spell_block_%,2050649957,2388574377,export
base_maximum_spell_block_%_if_4_shaper_items,373224030,1737470038,export
base_melee_critical_strike_chance_while_unarmed_%,3768407493,3613173483,export
base_minimum_endurance_charges,1886716491,3706959521,export
base_minimum_frenzy_charges,3132377498,658456881,export
base_minimum_power_charges,4100436628,1999711879,export
base_minion_dot_multiplier_+,1474369581,2759003954,export
base_minion_duration_+%,72268054,999511066,export
base_movement_velocity_+%,3845323150,2250533757,export
base_movement_velocity_+%_if_4_hunter_items,3128546823,502694677,export
base_non_chaos_damage_bypass_energy_shield_%,3064636620,3379724776,export
base_number_of_arbalists,3996808113,1886245216,export
base_number_of_champions_of_light_allowed,2454706326,2836937264,export
base_number_of_essence_spirits_allowed,1950070696,470688636,export
base_number_of_golems_allowed,880362932,2821079699,export
base_number_of_raging_spirits_allowed,2461035387,3143579606,export
base_number_of_relics_allowed,11120634,2056575682,export
base_number_of_sacred_wisps_allowed,1150643536,13590525,export
base_number_of_spectres_allowed,2191734700,125218179,export
base_number_of_support_ghosts_allowed,1907368186,517587669,export
base_number_of_totems_allowed,2960677444,429867172,export
base_off_hand_damage_+%,3668081430,2924279089,export
base_penetrate_elemental_resistances_%,4219273654,697807915,export
base_physical_damage_%_to_convert_to_chaos,679182957,490098963,export
base_physical_damage_%_to_convert_to_cold,1964694681,2133341901,export
base_physical_damage_%_to_convert_to_cold_while_affected_by_hatred,2797545938,664849247,export
base_physical_damage_%_to_convert_to_fire,2836905311,1533563525,export
base_physical_damage_%_to_convert_to_fire_while_affected_by_anger,974013553,3624529132,export
base_physical_damage_%_to_convert_to_lightning,1150966990,3240769289,export
base_physical_damage_%_to_convert_to_lightning_while_affected_by_wrath,856759208,2106756686,export
base_physical_damage_over_time_taken_+%,1268074135,511024200,export
base_physical_damage_reduction_and_evasion_rating,220274644,2316658489,export
base_physical_damage_reduction_rating,1686922486,809229260,export
base_poison_damage_+%,620927105,1290399200,export
base_poison_duration_+%,705854193,2011656677,export
base_projectile_speed_+%,3047699552,3759663284,export
base_rage_cost_+%,3542409353,3415234440,export
base_rage_cost_efficiency_+%,189813196,2416650879,export
base_reduce_enemy_cold_resistance_%,90413099,3417711605,export
base_reduce_enemy_fire_resistance_%,423135065,2653955271,export
base_reduce_enemy_lightning_resistance_%,84483059,818778753,export
base_reservation_+%,1110698069,2264523604,export
base_reservation_efficiency_+%,2195344177,4202507508,export
base_resist_all_elements_%,2826253459,2901986750,export
base_self_chill_duration_-%,1631867717,1874553720,export+pob
base_self_critical_strike_multiplier_-%,3488971442,3855016469,export
base_self_freeze_duration_-%,2279925014,2160282525,export+pob
base_self_ignite_duration_-%,3384927813,986397080,export+pob
base_self_shock_duration_-%,150347000,99927264,export+pob
base_should_have_onslaught_from_stat,2181660114,1520059289,export
base_skill_area_of_effect_+%,1406292395,280731498,export
base_skill_area_of_effect_+%_per_red_socket_on_item,936669468,940978994,export
base_skill_gain_es_cost_%_of_mana_cost,3028146927,4013794060,export
base_skill_gain_life_cost_%_of_mana_cost,3753730349,3605834869,export
base_skills_cost_es_instead_of_mana_life,448156602,89922905,export
base_spectre_maximum_life_+%,317122428,3035514623,export
base_spell_block_%,1495576873,561307714,export
base_spell_block_luck,3646894314,3551025193,export
base_spell_critical_chance_equal_to_the_critical_strike_chance_of_main_weapon,122133278,2560911401,export
base_spell_critical_strike_multiplier_+,1749887114,274716455,export
base_spell_damage_%_suppressed,2157040618,4116705863,export
base_spell_suppression_chance_%,2835132846,3680664274,export+pob
base_spell_suppression_chance_150%_of_value,2835132846,3680664274,export
base_steal_power_frenzy_endurance_charges_on_hit_%,3543946092,875143443,export
base_stone_golem_granted_buff_effect_+%,1447435730,2284801675,export
base_strength_and_intelligence,1721752889,2543977012,export
base_stun_duration_+%,4040920316,2517001139,export
base_stun_recovery_+%,1296349074,2511217560,export
base_stun_threshold_reduction_+%,3036305889,1443060084,export
base_total_number_of_sigils_allowed,2935624229,708630863,export
base_unaffected_by_poison,3282649497,1953432004,export
base_unaffected_by_poison_if_2_hunter_items,1427369071,3525542360,export
base_ward,424650318,774059442,export
base_zombie_maximum_life_+%,3599720475,927817294,export
battlemages_cry_buff_effect_+%,3130083915,2426838124,export
battlemages_cry_exerts_x_additional_attacks,1860193368,931713173,export
bear_trap_additional_damage_taken_+%_from_traps_and_mines,2641182304,1678345858,export
bear_trap_cooldown_speed_+%,3110314721,918308703,export
bear_trap_damage_+%,3178975629,1877863115,export
belt_enchant_enemies_you_taunt_have_area_damage_+%_final,1328619385,1684204928,export
berserk_buff_effect_+%,4081653458,1663783758,export
berserk_rage_loss_+%,2649132435,1019790379,export
berserker_warcry_grant_X_rage_per_5_power_while_less_than_25_rage,141276271,3608339129,export
blackhole_damage_taken_+%,791943355,4271709087,export
blackhole_pulse_frequency_+%,3977244989,2523663201,export
blade_blase_damage_+%,1965060817,2276547155,export
blade_blast_skill_area_of_effect_+%,298117325,3569393676,export
