# generated by scripts/base-taxonomy.py from poe1/data/base_items.json and item_classes.json @ e2bd511a, ../trade-query/data/items-2026-09-12.json and filters-2026-09-12.json, the item-facts raw stores (local)
name,item_class,class_name,export_category,release_state,domain,tags,trade_coarse_by_name,trade_id_predicted,basis,corpus_items,corpus_frames
Arcane Cloak,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,16,Gem:16
Arcane Surge Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,35,Gem:35
Arcane Vestment,Body Armour,Body Armours,Body Armour,released,item,int_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,5,Rare:5
Arcanist Brand,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,25,Gem:25
Arcanist Gloves,Gloves,Gloves,Gloves,released,item,int_armour top_tier_base_item_type gloves armour default,armour,armour.gloves,class,7,Rare:6 Unique:1
Arcanist Slippers,Boots,Boots,Boots,released,item,int_armour top_tier_base_item_type boots armour default,armour,armour.boots,class,5,Rare:4 Unique:1
Archdemon Crown,Helmet,Helmets,Helmet,released,item,str_int_armour not_for_sale helmet armour default,armour,armour.helmet,class,5,Rare:3 Normal:2
Archive Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Archmage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,12,Gem:12
Archnemesis Mod,ArchnemesisMod,Archnemesis Mods,,released,undefined,default,,,none,0,
Archon Kite Shield,Shield,Shields,Shield,released,item,str_int_armour str_int_shield top_tier_base_item_type shield armour default,armour,armour.shield,class,14,Unique:9 Rare:5
Archon Kite Shield Piece,UniqueFragment,Pieces,Unique Piece,released,dummy,default,currency,currency.piece,class,14,Unique:14
Arctic Armour,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,11,Gem:11
Arena Map,Map,Maps,Map,released,area,urban low_tier_map not_for_sale map default,,map,class,0,
Arena Plate,Body Armour,Body Armours,Body Armour,released,item,str_armour body_armour armour default,armour,armour.chest,class,0,
Arid Lake Map,Map,Maps,Map,released,area,swamp not_for_sale old_map map default,,map,class,0,
Armageddon Brand,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,13,Gem:13
Arming Axe,One Hand Axe,One Hand Axes,One Hand Axe,released,item,axe one_hand_weapon onehand weapon default,weapon,weapon.oneaxe,class,0,
Armour Recombinator,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Armourer's Scrap,StackableCurrency,Stackable Currency,Currency,released,undefined,quality_currency lesser_currency very_low_tier_currency currency default,currency,currency,class,5,Currency:5
Armoursmith's Delirium Orb,StackableCurrency,Stackable Currency,Currency,released,undefined,affliction_orb currency default,currency,currency,class,3,Currency:3
Armoury Map,Map,Maps,Map,released,area,mid_tier_map urban map default,,map,class,0,
Arrogance Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,31,Gem:31
Arrogance of the Vaal,DivinationCard,Divination Cards,Divination Card,released,undefined,unique_divination corrupted_divination unique_corrupted_divination divination_card default,card,card,class,3,DivinationCard:3
Arrow Nova Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,5,Gem:5
Arsenal Map,Map,Maps,Map,released,area,urban dungeon not_for_sale old_map map default,,map,class,0,
Artillery Ballista,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,9,Gem:9
Artillery Quiver,Quiver,Quivers,Quiver,released,item,not_for_sale atlas_base_type quiveratlas1 quiver default,armour,armour.quiver,class,3,Rare:3
Ashbark Tincture,Tincture,Tinctures,Tincture,released,tincture,tincture default,tincture,tincture,class,2,Unique:2
Ashen Wood Map,Map,Maps,Map,released,area,forest not_for_sale old_map map default,,map,class,0,
Ashscale Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,15,Rare:15
Assassin Bow,Bow,Bows,Bow,released,item,top_tier_base_item_type bow ranged two_hand_weapon twohand weapon default,weapon,weapon.bow,class,13,Rare:6 Unique:6 Normal:1
Assassin's Boots,Boots,Boots,Boots,released,item,dex_int_armour top_tier_base_item_type boots armour default,armour,armour.boots,class,11,Rare:8 Unique:3
Assassin's Favour,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination unique_weapon_divination divination_card default,card,card,class,4,DivinationCard:4
Assassin's Garb,Body Armour,Body Armours,Body Armour,released,item,dex_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,10,Rare:6 Unique:3 Magic:1
Assassin's Gift,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination corrupted_divination unique_corrupted_divination unique_weapon_divination divination_card default,card,card,class,0,
Assassin's Mark,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,15,Gem:15
Assassin's Mitts,Gloves,Gloves,Gloves,released,item,dex_int_armour top_tier_base_item_type gloves armour default,armour,armour.gloves,class,25,Rare:13 Unique:11 Normal:1
Assembled Eye Jewel,AbyssJewel,Abyss Jewels,Abyss Jewel,released,undefined,not_for_sale abyss_jewel_special abyss_jewel default,jewel,jewel.abyss,class,0,
Assembler Wand,Wand,Wands,Wand,released,item,not_for_sale experimental_base wand_can_roll_caster_modifiers wand ranged one_hand_weapon onehand weapon default,weapon,weapon.wand,class,0,
Astragali,StackableCurrency,Stackable Currency,Currency,released,undefined,disallowed_in_generic_currency_stash_slots currency default,currency,currency,class,0,
Astral Leather,Body Armour,Body Armours,Body Armour,released,item,dex_armour top_tier_base_item_type not_for_sale body_armour armour default,armour,armour.chest,class,1,Rare:1
Astral Lich,ItemisedCorpse,Corpses,Corpse,released,undefined,default,corpse,corpse,class,0,
Astral Plate,Body Armour,Body Armours,Body Armour,released,item,str_armour top_tier_base_item_type body_armour armour default,armour,armour.chest,class,21,Rare:12 Unique:6 Normal:2 Magic:1
Astral Protection,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination shaper_divination divination_card default,card,card,class,2,DivinationCard:2
Astrolabe Amulet,Amulet,Amulets,Amulet,released,item,not_for_sale experimental_base amulet default,accessory,accessory.amulet,class,1,Unique:1
Atlas Book of Skill,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Atoll Map,Map,Maps,Map,released,area,mountain not_for_sale old_map map default,,map,class,0,
Atonement Mask,Helmet,Helmets,Helmet,released,item,str_dex_armour not_for_sale helmet armour default,armour,armour.helmet,class,1,Rare:1
Atziri's Arsenal,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination unique_weapon_divination unique_corrupted_divination corrupted_divination divination_card default,card,card,class,3,DivinationCard:3
Audacity,DivinationCard,Divination Cards,Divination Card,released,undefined,armour_divination unique_divination unique_armour_divination unique_corrupted_divination corrupted_divination divination_card default,card,card,class,1,DivinationCard:1
Augmentation Implant,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Augmenting Power Core,StackableCurrency,Stackable Currency,Currency,released,undefined,sentinel_power_core currency default,,currency,class,0,
Auric Mace,One Hand Mace,One Hand Maces,One Hand Mace,released,item,top_tier_base_item_type mace one_hand_weapon onehand weapon default,weapon,weapon.basemace,class,4,Unique:4
Auspicious Ambitions,DivinationCard,Divination Cards,Divination Card,released,undefined,boss_drop_card divination_card default,card,card,class,0,
Autoexertion,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,4,Gem:4
Automation,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,20,Gem:20
Aventail Helmet,Helmet,Helmets,Helmet,released,item,str_int_armour helmet armour default,armour,armour.helmet,class,8,Unique:5 Rare:3
Avian Pursuit,DivinationCard,Divination Cards,Divination Card,released,undefined,divination_card default,card,card,class,1,DivinationCard:1
Avian Slippers,Boots,Boots,Boots,released,item,not_for_sale boots armour default,,armour.boots,class,0,
Avian Twins Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,7,Rare:7
Awakened Added Chaos Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,4,Gem:4
Awakened Added Cold Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,8,Gem:8
Awakened Added Fire Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,3,Gem:3
Awakened Added Lightning Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,4,Gem:4
Awakened Ancestral Call Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Arrow Nova Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Blasphemy Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Brutality Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,3,Gem:3
Awakened Burning Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,8,Gem:8
Awakened Cast On Critical Strike Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Cast While Channelling Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Chain Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Cold Penetration Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,1,Gem:1
Awakened Controlled Destruction Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,9,Gem:9
Awakened Deadly Ailments Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,7,Gem:7
Awakened Elemental Damage with Attacks Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,7,Gem:7
Awakened Elemental Focus Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,5,Gem:5
Awakened Empower Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Enhance Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Enlighten Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Fire Penetration Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,1,Gem:1
Awakened Fork Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,1,Gem:1
Awakened Generosity Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Greater Multiple Projectiles Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Hextouch Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,1,Gem:1
Awakened Increased Area of Effect Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Lightning Penetration Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Melee Physical Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,1,Gem:1
Awakened Melee Splash Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Minion Damage Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Multistrike Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Sextant,StackableCurrency,Stackable Currency,Currency,released,undefined,high_level_map sextant currency default,currency,currency,class,0,
Awakened Spell Cascade Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,2,Gem:2
Awakened Spell Echo Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,0,
Awakened Swift Affliction Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,11,Gem:11
Awakened Unbound Ailments Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgemplus,class + name rule,5,Gem:5
