# generated by scripts/template-vs-translation.py from ../item-facts/data/mod-templates.csv and poe1/data/stat_translations.json @ e2bd511a
array,template,items,lines,match,n_entries,entry_ids,n_trade_ids,trade_ids,has_trade_ids,equipment_lines,gem_lines,other_lines
explicitMods,Rare Monsters have [PhysicalThorns|Physical Thorns] reflecting # Physical Damage,160,160,exact,1,map_rare_monsters_physical_thorns_for_x_damage,0,,,160,0,0
explicitMods,#% increased Cold Damage,159,159,exact,1,cold_damage_+%,7,crafted.stat_3291658075 enchant.stat_3291658075 explicit.stat_3291658075 fractured.stat_3291658075 implicit.stat_3291658075 pseudo.pseudo_increased_cold_damage scourge.stat_3291658075,yes,158,0,1
explicitMods,#% of Physical Attack Damage Leeched as Mana,154,154,exact,4,old_do_not_use_mana_leech_from_physical_damage_%;mana_leech_from_physical_attack_damage_permyriad;old_do_not_use_local_mana_leech_from_physical_damage_%;local_mana_leech_from_physical_damage_permyriad,11,crafted.stat_3237948413 crafted.stat_669069897 enchant.stat_669069897 explicit.stat_3237948413 explicit.stat_669069897 fractured.stat_3237948413 fractured.stat_669069897 implicit.stat_3237948413,yes,154,0,0
explicitMods,Monsters' Attacks have #% chance to Impale on Hit,154,154,exact,1,map_monsters_chance_to_impale_%,2,explicit.stat_1541224187 fractured.stat_1541224187,yes,154,0,0
explicitMods,Unique Boss has #% increased Area of Effect,152,152,exact,1,map_boss_area_of_effect_+%,2,explicit.stat_3040667106 fractured.stat_3040667106,yes,152,0,0
explicitMods,Unique Boss has #% increased Life,152,152,exact,1,map_boss_maximum_life_+%,3,enchant.stat_1959158336 explicit.stat_1959158336 fractured.stat_1959158336,yes,152,0,0
explicitMods,#% increased Projectile Speed,151,151,exact,1,base_projectile_speed_+%,6,crafted.stat_3759663284 enchant.stat_3759663284 explicit.stat_3759663284 fractured.stat_3759663284 implicit.stat_3759663284 scourge.stat_3759663284,yes,124,27,0
explicitMods,Deals # Base Chaos Damage per second,151,151,none,0,,0,,,0,151,0
explicitMods,#% chance to Freeze enemies,145,145,none,0,,0,,,0,145,0
explicitMods,#% increased Stun Duration on Enemies,145,145,exact,2,base_stun_duration_+%;stun_duration_+%,6,crafted.stat_2517001139 enchant.stat_2517001139 explicit.stat_2517001139 fractured.stat_2517001139 implicit.stat_2517001139 scourge.stat_2517001139,yes,143,0,2
explicitMods,Monsters Blind on Hit,142,142,exact,1,map_monsters_chance_to_blind_on_hit_%,2,explicit.stat_1629869774 fractured.stat_1629869774,yes,142,0,0
explicitMods,Rare Monsters have [ElementalThorns|Elemental Thorns] reflecting # Elemental Damage,142,142,exact,1,map_rare_monsters_elemental_thorns_for_x_damage,0,,,142,0,0
explicitMods,Escalating Monster Speed,140,140,none,0,,0,,,0,0,140
explicitMods,# to Maximum Charges,138,138,exact,1,local_extra_max_charges|local_flask_consume_extra_max_charges_when_used,3,enchant.stat_1437957544 explicit.stat_1437957544 fractured.stat_1437957544,yes,138,0,0
explicitMods,Deals # Base Fire Damage per second,137,137,none,0,,0,,,0,137,0
explicitMods,#% reduced Enemy Stun Threshold,135,135,exact,1,base_stun_threshold_reduction_+%,4,explicit.stat_1443060084 fractured.stat_1443060084 implicit.stat_1443060084 scourge.stat_1443060084,yes,100,35,0
explicitMods,Properties restricted to level # and below,130,130,none,0,,0,,,0,0,130
explicitMods,Totem lasts # seconds,130,130,none,0,,0,,,0,130,0
explicitMods,Upgrades a normal item to rare with one guaranteed property,130,130,none,0,,0,,,0,0,130
explicitMods,#% increased maximum Mana,129,129,exact,1,maximum_mana_+%,6,crafted.stat_2748665614 enchant.stat_2748665614 explicit.stat_2748665614 fractured.stat_2748665614 implicit.stat_2748665614 scourge.stat_2748665614,yes,129,0,0
explicitMods,Area contains two Unique Bosses,129,129,exact,1,map_spawn_two_bosses,2,explicit.stat_799271621 fractured.stat_799271621,yes,129,0,0
explicitMods,#% chance to gain a Flask Charge when you deal a Critical Strike,126,126,exact,2,local_recharge_on_crit_%;gain_flask_chance_on_crit_%,4,explicit.stat_1546046884 explicit.stat_2858921304 explicit.stat_3738001379 fractured.stat_3738001379,yes,126,0,0
explicitMods,Monsters Maim on Hit with Attacks,126,126,exact,1,map_monsters_maim_on_hit_%_chance,2,explicit.stat_4164174520 fractured.stat_4164174520,yes,126,0,0
explicitMods,Players have #% less Cooldown Recovery Rate,126,126,exact,1,map_player_cooldown_speed_+%_final,2,explicit.stat_941368244 fractured.stat_941368244,yes,126,0,0
explicitMods,#% increased Global Accuracy Rating,125,125,exact,1,accuracy_rating_+%,5,enchant.stat_624954515 explicit.stat_624954515 fractured.stat_624954515 implicit.stat_624954515 scourge.stat_624954515,yes,125,0,0
explicitMods,Overwhelming Monsters,123,123,none,0,,0,,,0,0,123
explicitMods,Resistant Monsters,123,123,none,0,,0,,,0,0,123
explicitMods,#% increased effect,122,122,exact,1,local_flask_effect_+%|local_flask_consume_flask_effect_+%_when_used,4,enchant.stat_2448920197 explicit.stat_2448920197 explicit.stat_3529940209 fractured.stat_2448920197,yes,122,0,0
explicitMods,Prismatic Monsters,120,120,none,0,,0,,,0,0,120
explicitMods,Gain # Life per Enemy Hit with Attacks,119,119,exact,2,life_gain_per_target;base_life_gain_per_target,5,crafted.stat_2797971005 explicit.stat_2797971005 fractured.stat_2797971005 implicit.stat_2797971005 scourge.stat_2797971005,yes,119,0,0
explicitMods,Trap lasts # seconds,119,119,none,0,,0,,,0,119,0
explicitMods,Maximum # Summoned Golem,117,117,none,0,,0,,,0,117,0
explicitMods,Unique Bosses are Possessed,117,117,exact,1,map_boss_is_possessed,2,explicit.stat_2588474575 fractured.stat_2588474575,yes,117,0,0
explicitMods,#% increased Total Heist Fee,113,113,exact,1,heist_contract_total_cost_+%_final,2,explicit.stat_553402472 fractured.stat_553402472,yes,113,0,0
explicitMods,Monsters Hinder on Hit with Spells,113,113,exact,1,map_monsters_spells_chance_to_hinder_on_hit_%_chance,2,explicit.stat_962720646 fractured.stat_962720646,yes,113,0,0
explicitMods,#% Chance to Block,111,111,exact,1,local_additional_block_chance_%,0,,,111,0,0
explicitMods,Patrol Packs take #% reduced damage,110,110,exact,1,heist_contract_patrol_take_damage_+%,2,explicit.stat_3702411606 fractured.stat_3702411606,yes,110,0,0
explicitMods,# to Level of Socketed Gems,108,108,exact,2,local_gem_level_+;local_socketed_gem_level_+,4,explicit.stat_2843100721 fractured.stat_2843100721 implicit.stat_2843100721 scourge.stat_2843100721,yes,108,0,0
explicitMods,Area has patches of Burning Ground,108,108,exact,3,map_base_ground_fire_damage_to_deal_per_minute;map_base_ground_fire_damage_to_deal_per_10_seconds;map_tempest_base_ground_fire_damage_to_deal_per_minute,3,explicit.stat_133340941 explicit.stat_3665534869 fractured.stat_133340941,yes,108,0,0
explicitMods,#% reduced Amount Recovered,107,107,exact,1,local_flask_amount_to_recover_+%,2,explicit.stat_700317374 fractured.stat_700317374,yes,107,0,0
explicitMods,Totem of Costly Might,104,104,none,0,,0,,,0,0,104
explicitMods,#% increased Experience gain,102,102,exact,2,map_experience_gain_+%;experience_gain_+%,5,enchant.stat_57434274 explicit.stat_3666934677 explicit.stat_57434274 fractured.stat_3666934677 implicit.stat_3666934677,yes,102,0,0
explicitMods,#% chance to Poison on Hit,101,102,exact,2,base_chance_to_poison_on_hit_%;local_poison_on_hit_%,10,crafted.stat_3885634897 enchant.stat_3885634897 enchant.stat_795138349 explicit.stat_3885634897 explicit.stat_795138349 fractured.stat_3885634897 fractured.stat_795138349 implicit.stat_3885634897,yes,61,41,0
explicitMods,Occasional Impotence,101,101,none,0,,0,,,0,0,101
explicitMods,Shielding Monsters,101,101,none,0,,0,,,0,0,101
explicitMods,Base duration is # second,99,99,none,0,,0,,,0,99,0
explicitMods,Chains # Times,99,99,none,0,,0,,,0,99,0
explicitMods,"Players cannot Regenerate Life, Mana or Energy Shield",99,99,exact,1,map_players_no_regeneration_including_es,2,explicit.stat_1910157106 fractured.stat_1910157106,yes,99,0,0
explicitMods,Profane Monsters,99,99,none,0,,0,,,0,0,99
explicitMods,Reward Room Monsters take #% reduced Damage,99,99,exact,1,heist_contract_side_area_monsters_take_damage_+%,2,explicit.stat_839556554 fractured.stat_839556554,yes,99,0,0
explicitMods,Totem of Costly Potency,99,99,none,0,,0,,,0,0,99
explicitMods,Area is inhabited by # additional Rogue Exiles,97,97,exact,2,map_spawn_extra_exiles;map_hidden_spawn_extra_exiles,4,enchant.stat_3550168289 explicit.stat_3550168289 fractured.stat_3550168289 implicit.stat_3550168289,yes,97,0,0
explicitMods,Patrolling Monsters deal #% increased Damage,97,97,exact,1,heist_contract_patrol_damage_+%,2,explicit.stat_3144910208 fractured.stat_3144910208,yes,97,0,0
explicitMods,Adds # to # Lightning Damage to Spells,96,96,exact,1,spell_minimum_added_lightning_damage|spell_maximum_added_lightning_damage,6,crafted.stat_2831165374 explicit.stat_2831165374 fractured.stat_2831165374 implicit.stat_2831165374 pseudo.pseudo_adds_lightning_damage_to_spells scourge.stat_2831165374,yes,96,0,0
explicitMods,Blistering Cold,96,96,none,0,,0,,,0,0,96
explicitMods,Guards take #% reduced Damage,96,96,exact,1,heist_contract_guarding_monsters_take_damage_+%,3,explicit.stat_873692616 fractured.stat_873692616 sanctum.stat_408585189,yes,96,0,0
explicitMods,Lethal Rare Monsters,96,96,none,0,,0,,,0,0,96
explicitMods,Adds # to # Fire Damage to Spells,95,95,exact,1,spell_minimum_added_fire_damage|spell_maximum_added_fire_damage,6,crafted.stat_1133016593 explicit.stat_1133016593 fractured.stat_1133016593 implicit.stat_1133016593 pseudo.pseudo_adds_fire_damage_to_spells scourge.stat_1133016593,yes,95,0,0
explicitMods,#% of Physical Damage Converted to Chaos Damage,94,94,exact,1,base_physical_damage_%_to_convert_to_chaos,4,explicit.stat_490098963 fractured.stat_490098963 implicit.stat_490098963 scourge.stat_490098963,yes,24,70,0
explicitMods,Lightning Damage from Mana Costs,93,93,none,0,,0,,,0,0,93
explicitMods,Siphoning Monsters,92,92,none,0,,0,,,0,0,92
explicitMods,#% chance to Suppress Spell Damage,91,91,exact,2,base_spell_suppression_chance_150%_of_value;base_spell_suppression_chance_%,9,crafted.stat_3680664274 crafted.stat_492027537 explicit.stat_3680664274 explicit.stat_492027537 fractured.stat_3680664274 fractured.stat_492027537 implicit.stat_3680664274 implicit.stat_492027537,yes,91,0,0
explicitMods,Added Small Passive Skills also grant: #% to Chaos Resistance,91,91,exact,1,local_affliction_jewel_small_nodes_grant_chaos_resistance_%,2,explicit.stat_1811604576 fractured.stat_1811604576,yes,91,0,0
explicitMods,Reward Room Monsters deal #% increased Damage,91,91,exact,1,heist_contract_side_area_monsters_damage_+%,2,explicit.stat_1390113017 fractured.stat_1390113017,yes,91,0,0
explicitMods,Area has patches of desecrated ground,90,90,exact,2,map_base_ground_desecration_damage_to_deal_per_minute;map_tempest_base_ground_desecration_damage_to_deal_per_minute,2,explicit.stat_3577222856 fractured.stat_3577222856,yes,90,0,0
explicitMods,Raging Dead,89,89,none,0,,0,,,0,0,89
explicitMods,#% increased Spell Critical Strike Chance,88,88,exact,1,spell_critical_strike_chance_+%,5,crafted.stat_737908626 enchant.stat_737908626 explicit.stat_737908626 fractured.stat_737908626 implicit.stat_737908626,yes,88,0,0
explicitMods,Can be Detached for a total Duration of # seconds,88,88,none,0,,0,,,0,88,0
explicitMods,Reduced Recovery,88,88,none,0,,0,,,0,0,88
explicitMods,#% of Physical Damage Converted to Cold Damage,87,87,exact,1,base_physical_damage_%_to_convert_to_cold,5,crafted.stat_2133341901 explicit.stat_2133341901 fractured.stat_2133341901 implicit.stat_2133341901 scourge.stat_2133341901,yes,34,53,0
explicitMods,Grants # Life per Enemy Hit,87,87,exact,1,local_life_gain_per_target,3,explicit.stat_821021828 fractured.stat_821021828 implicit.stat_821021828,yes,87,0,0
explicitMods,Grants Immunity to Bleeding for # seconds if used while Bleeding\nGrants Immunity to Corrupted Blood for # seconds if used while affected by Corrupted Blood,87,87,exact,1,local_flask_bleeding_immunity_if_bleeding_and_remove_corrupted_blood_s,2,explicit.stat_182714578 fractured.stat_182714578,yes,0,0,0
explicitMods,Hindering Flasks,87,87,none,0,,0,,,0,0,87
explicitMods,#% chance to Ignite,86,86,exact,1,base_chance_to_ignite_%,6,crafted.stat_1335054179 enchant.stat_1335054179 explicit.stat_1335054179 fractured.stat_1335054179 implicit.stat_1335054179 scourge.stat_1335054179,yes,86,0,0
explicitMods,#% reduced Movement Speed,86,86,exact,2,base_movement_velocity_+%;from_armour_movement_speed_+%,7,crafted.stat_2250533757 enchant.stat_2250533757 explicit.stat_2250533757 fractured.stat_2250533757 implicit.stat_2250533757 pseudo.pseudo_increased_movement_speed scourge.stat_2250533757,yes,34,52,0
explicitMods,Area has patches of Chilled Ground,86,86,exact,3,map_ground_ice;map_ground_ice_base_magnitude;map_tempest_ground_ice,3,explicit.stat_349586058 explicit.stat_389725673 fractured.stat_349586058,yes,86,0,0
explicitMods,Drought,86,86,none,0,,0,,,0,0,86
explicitMods,Increases and Reductions to Cast Speed also apply to this Skill's Activation frequency,86,86,none,0,,0,,,0,86,0
explicitMods,Deadly Monsters,85,85,none,0,,0,,,0,0,85
explicitMods,# to Level of Socketed Minion Gems,84,84,exact,1,local_socketed_minion_gem_level_+,4,explicit.stat_3604946673 fractured.stat_3604946673 implicit.stat_3604946673 scourge.stat_3604946673,yes,84,0,0
explicitMods,#% increased Global Physical Damage,84,84,exact,1,physical_damage_+%,6,crafted.stat_1310194496 enchant.stat_1310194496 explicit.stat_1310194496 fractured.stat_1310194496 implicit.stat_1310194496 scourge.stat_1310194496,yes,84,0,0
explicitMods,#% increased Projectile Damage,84,84,exact,1,projectile_damage_+%,5,crafted.stat_1839076647 explicit.stat_1839076647 fractured.stat_1839076647 implicit.stat_1839076647 scourge.stat_1839076647,yes,84,0,0
explicitMods,#% maximum Player Resistances per #% Alert Level,84,84,none,0,,0,,,84,0,0
explicitMods,Precise Monsters,82,82,none,0,,0,,,0,0,82
explicitMods,Stalking Ruin,82,82,none,0,,0,,,0,0,82
explicitMods,Razor Dance,81,81,none,0,,0,,,0,0,81
explicitMods,Stormcaller Runes,81,81,none,0,,0,,,0,0,81
explicitMods,#% chance to gain a Frenzy Charge on Kill,80,80,exact,1,add_frenzy_charge_on_kill_%_chance,5,enchant.stat_1826802197 explicit.stat_1826802197 fractured.stat_1826802197 implicit.stat_1826802197 scourge.stat_1826802197,yes,44,36,0
explicitMods,#% reduced Attribute Requirements,80,80,exact,1,local_attribute_requirements_+%,4,enchant.stat_3639275092 explicit.stat_3639275092 fractured.stat_3639275092 scourge.stat_3639275092,yes,80,0,0
explicitMods,#% increased Movement Speed during Effect,79,79,exact,1,local_flask_movement_speed_+%_while_healing,3,crafted.stat_3182498570 explicit.stat_3182498570 fractured.stat_3182498570,yes,79,0,0
explicitMods,Stormcaller Runes II,79,79,none,0,,0,,,0,0,79
explicitMods,# Physical Damage taken from Attack Hits,78,78,exact,1,physical_attack_damage_taken_+,3,explicit.stat_3441651621 fractured.stat_3441651621 implicit.stat_3441651621,yes,78,0,0
explicitMods,Base secondary radius is # metres,78,78,none,0,,0,,,0,78,0
explicitMods,Mine lasts # seconds,78,78,none,0,,0,,,0,78,0
explicitMods,Players have #% less Armour per #% Alert Level,78,78,none,0,,0,,,78,0,0
explicitMods,Supported Skills fire # additional Projectiles,78,78,none,0,,0,,,0,78,0
explicitMods,Choking Miasma,77,77,none,0,,0,,,0,0,77
explicitMods,Players have #% less Mana Recovery Rate per #% Alert Level,77,77,none,0,,0,,,77,0,0
explicitMods,Treacherous Auras,77,77,none,0,,0,,,0,0,77
explicitMods,Adds # to # Cold Damage to Spells,76,76,exact,1,spell_minimum_added_cold_damage|spell_maximum_added_cold_damage,6,crafted.stat_2469416729 explicit.stat_2469416729 fractured.stat_2469416729 implicit.stat_2469416729 pseudo.pseudo_adds_cold_damage_to_spells scourge.stat_2469416729,yes,76,0,0
explicitMods,Dexterous Monsters,76,76,none,0,,0,,,0,0,76
explicitMods,Guards deal #% increased Damage,76,76,exact,1,heist_contract_guarding_monsters_damage_+%,2,explicit.stat_2569717992 fractured.stat_2569717992,yes,76,0,0
explicitMods,Monsters cannot be Leeched from,76,76,exact,1,map_monsters_cannot_be_leeched_from,2,explicit.stat_1140978125 fractured.stat_1140978125,yes,76,0,0
explicitMods,Minions deal #% increased Damage,75,75,exact,2,minion_damage_+%;virtual_minion_damage_+%,6,crafted.stat_1589917703 enchant.stat_1589917703 explicit.stat_1589917703 fractured.stat_1589917703 implicit.stat_1589917703 scourge.stat_1589917703,yes,75,0,0
explicitMods,Patrol Packs have #% increased chance to be replaced by an Elite Patrol Pack,75,75,exact,1,heist_contract_patrol_additional_elite_chance_+%,2,explicit.stat_1982436039 fractured.stat_1982436039,yes,75,0,0
explicitMods,# to # Added Physical Damage per # Armour or Evasion Rating on Shield,74,74,none,0,,0,,,0,74,0
explicitMods,# to # Base Off Hand Physical Damage,74,74,none,0,,0,,,0,74,0
explicitMods,#% increased Armour during Effect,74,74,exact,1,local_flask_armour_+%_while_healing,2,explicit.stat_1693613464 fractured.stat_1693613464,yes,74,0,0
explicitMods,Summons a Totem which uses this Skill,74,74,none,0,,0,,,0,74,0
