# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,template,items,lines,kinds,flags,example
explicitMods,#% Player Cold Resistance per #% Alert Level,63,63,object:63,,-5% Player Cold Resistance per 25% Alert Level
explicitMods,#% increased Recovery rate,63,63,object:63,fractured=True:1,135% increased Recovery rate
explicitMods,Deals # to # Chaos Damage,63,63,object:63,,Deals 1013 to 1583 Chaos Damage
explicitMods,Minions cannot Taunt Enemies,63,63,object:63,,Minions cannot Taunt Enemies
explicitMods,Supported Skills Cost Life instead of Mana,63,63,object:63,,Supported Skills Cost Life instead of Mana
explicitMods,#% Chance to Block Spell Damage,62,62,object:62,mutated=True:1,10% Chance to Block Spell Damage
explicitMods,Gain Lifetap after Spending a total of # Life on Upfront\nCosts and Effects of a Supported Skill,62,62,object:62,,Gain Lifetap after Spending a total of 273 Life on Upfront\nCosts and Effects of a Supported Skill
explicitMods,Lifetap lasts # seconds,62,62,object:62,,Lifetap lasts 4 seconds
explicitMods,Siphoned Charges,62,62,object:62,,Siphoned Charges
explicitMods,Supported Skills deal #% more Damage while you have Lifetap,62,62,object:62,,Supported Skills deal 19% more Damage while you have Lifetap
explicitMods,You and nearby allies gain # additional Evasion Rating,62,62,object:62,,You and nearby allies gain 1401 additional Evasion Rating
explicitMods,You and nearby allies gain #% more Evasion rating,62,62,object:62,,You and nearby allies gain 29% more Evasion rating
explicitMods,#% chance to Shock,61,61,object:61,crafted=True:1,10% chance to Shock
explicitMods,#% increased Damage,61,61,object:61,crafted=True:6,26% increased Damage
explicitMods,#% increased Mana Reservation Efficiency of Skills,61,61,object:61,,9% increased Mana Reservation Efficiency of Skills
explicitMods,Added Small Passive Skills also grant: #% to all Elemental Resistances,61,61,object:61,,Added Small Passive Skills also grant: +2% to all Elemental Resistances
explicitMods,Supported Skills have #% less Attack Speed,61,61,object:61,,Supported Skills have 10% less Attack Speed
explicitMods,#% chance to Ignite enemies,60,60,object:60,,25% chance to Ignite enemies
explicitMods,Buffs Expire Faster,60,60,object:60,,Buffs Expire Faster
explicitMods,Extra gore,60,60,object:60,,Extra gore
explicitMods,Fires # Arrows,60,60,object:60,,Fires 7 Arrows
explicitMods,#% of Attack Damage Leeched as Life during Effect,59,59,object:59,,0.4% of Attack Damage Leeched as Life during Effect
explicitMods,Supported Skills have #% more Skill Effect Duration,59,59,object:59,,Supported Skills have 48% more Skill Effect Duration
explicitMods,This Gem can only Support Skill Gems requiring Level # or lower,59,59,object:59,,This Gem can only Support Skill Gems requiring Level 69 or lower
explicitMods,Trigger Supported Spells when you take # total Damage from Hits,59,59,object:59,,Trigger Supported Spells when you take 3142 total Damage from Hits
explicitMods,#% increased Flask Effect Duration,58,58,object:58,crafted=True:1,33% increased Flask Effect Duration
explicitMods,Cannot be Frozen,58,58,object:58,,Cannot be Frozen
explicitMods,Projectiles deal #% less Damage with Hits and Ailments,58,58,object:58,,Projectiles deal 50% less Damage with Hits and Ailments
explicitMods,#% more Area of Effect per Valour consumed,57,57,object:57,,10% more Area of Effect per Valour consumed
explicitMods,#% more Aura effect per Valour consumed,57,57,object:57,,10% more Aura effect per Valour consumed
explicitMods,Activates every # seconds while Attached,57,57,object:57,,Activates every 0.5 seconds while Attached
explicitMods,Unlucky Criticals,57,57,object:57,,Unlucky Criticals
explicitMods,"While you have no placed Banner, you can gain Valour",57,57,object:57,,"While you have no placed Banner, you can gain Valour"
explicitMods,Blistering Cold IV,56,56,object:56,,Blistering Cold IV
explicitMods,Curses have #% reduced effect on Monsters,56,56,object:56,,Curses have 50% reduced effect on Monsters
explicitMods,No Travel Cost,56,56,object:56,,No Travel Cost
explicitMods,You and nearby allies gain # additional Armour,56,56,object:56,,You and nearby allies gain 930 additional Armour
explicitMods,You and nearby allies gain # to Accuracy Rating,56,56,object:56,,You and nearby allies gain +93 to Accuracy Rating
explicitMods,You and nearby allies gain #% increased Critical Strike Chance,56,56,object:56,,You and nearby allies gain 20% increased Critical Strike Chance
explicitMods,You and nearby allies gain #% more Armour,56,56,object:56,,You and nearby allies gain 49% more Armour
explicitMods,Supported Skills deal #% more Damage with Ailments,55,55,object:55,,Supported Skills deal 22% more Damage with Ailments
explicitMods,# to Level of Socketed Aura Gems,54,54,object:54,,+2 to Level of Socketed Aura Gems
explicitMods,#% increased Attack and Cast Speed,54,54,object:54,fractured=True:1,2% increased Attack and Cast Speed
explicitMods,#% reduced Effect of Curses on you during Effect,54,54,object:54,,47% reduced Effect of Curses on you during Effect
explicitMods,Gain # Charges when you are Hit by an Enemy,54,54,object:54,,Gain 6 Charges when you are Hit by an Enemy
explicitMods,Minions from Supported Skills deal #% more Damage,54,54,object:54,,Minions from Supported Skills deal 39% more Damage
explicitMods,Minions have #% more Maximum Life,54,54,object:54,,Minions have 40% more Maximum Life
explicitMods,Regenerate #% of Life per second,54,54,object:54,,Regenerate 1.08% of Life per second
explicitMods,#% Player Fire Resistance per #% Alert Level,53,53,object:53,,-4% Player Fire Resistance per 25% Alert Level
explicitMods,#% increased Energy Shield Recharge Rate,53,53,object:53,,33% increased Energy Shield Recharge Rate
explicitMods,"#% of Damage from Hits is taken from the Buff before your Life or Energy Shield\nBuff can take Damage equal to #% of your Armour, up to a maximum of #",53,53,object:53,,75% of Damage from Hits is taken from the Buff before your Life or Energy Shield\nBuff can take Dama
explicitMods,Buff grants # to Armour,53,53,object:53,,Buff grants +858 to Armour
explicitMods,Grants Immunity to Ignite for # seconds if used while Ignited\nRemoves all Burning when used,53,53,object:53,fractured=True:1,Grants Immunity to Ignite for 4 seconds if used while Ignited\nRemoves all Burning when used
explicitMods,Maximum # Summoned Skeletons,53,53,object:53,,Maximum 7 Summoned Skeletons
explicitMods,No Physical Damage,53,53,object:53,,No Physical Damage
explicitMods,Reflects #% of Damage taken from Buff as Fire Damage when Buff expires or is depleted,53,53,object:53,,Reflects 3000% of Damage taken from Buff as Fire Damage when Buff expires or is depleted
explicitMods,You and nearby Allies Regenerate # Mana per second,53,53,object:53,,You and nearby Allies Regenerate 6.4 Mana per second
explicitMods,#% Chance to Block Attack Damage while Dual Wielding,52,52,object:52,,+5% Chance to Block Attack Damage while Dual Wielding
explicitMods,#% increased Burning Damage,52,52,object:52,fractured=True:2,24% increased Burning Damage
explicitMods,#% increased Job speed,52,52,object:52,,14% increased Job speed
explicitMods,Added Small Passive Skills also grant: # to All Attributes,52,52,object:52,,Added Small Passive Skills also grant: +3 to All Attributes
explicitMods,Players have Point Blank,52,52,object:52,,Players have Point Blank
explicitMods,Supported Skills deal #% more Physical Damage,52,52,object:52,,Supported Skills deal 35% more Physical Damage
explicitMods,#% Chance to Avoid being Stunned during Effect,51,51,object:51,crafted=True:1,50% Chance to Avoid being Stunned during Effect
explicitMods,#% chance to Freeze,51,51,object:51,fractured=True:1,10% chance to Freeze
explicitMods,#% increased Minion Movement Speed,51,51,object:51,,40% increased Minion Movement Speed
explicitMods,Added Small Passive Skills also grant: Regenerate #% of Life per Second,51,51,object:51,,Added Small Passive Skills also grant: Regenerate 0.15% of Life per Second
explicitMods,Maximum # Stages,51,51,object:51,,Maximum 10 Stages
explicitMods,#% increased Block and Stun Recovery during Effect,50,50,object:50,,77% increased Block and Stun Recovery during Effect
explicitMods,#% increased Movement Speed when on Low Life,50,50,object:50,,6% increased Movement Speed when on Low Life
explicitMods,#% increased Warcry Speed,50,50,object:50,,40% increased Warcry Speed
explicitMods,Added Small Passive Skills also grant: # to Dexterity,50,50,object:50,,Added Small Passive Skills also grant: +2 to Dexterity
explicitMods,Monsters gain #% of their Physical Damage as Extra Chaos Damage,50,50,object:50,,Monsters gain 87% of their Physical Damage as Extra Chaos Damage
explicitMods,The Ring takes no Cut,50,50,object:50,,The Ring takes no Cut
explicitMods,Withered lasts # seconds,50,50,object:50,,Withered lasts 3 seconds
explicitMods,#% increased Stun Threshold reduction on enemies at Maximum charge distance,49,49,object:49,,75% increased Stun Threshold reduction on enemies at Maximum charge distance
explicitMods,#% more Damage with Hits at Maximum Charge Distance,49,49,object:49,,100% more Damage with Hits at Maximum Charge Distance
explicitMods,#% of Spell Damage Leeched as Energy Shield during Effect,49,49,object:49,,0.6% of Spell Damage Leeched as Energy Shield during Effect
explicitMods,Added Small Passive Skills also grant: # to Strength,49,49,object:49,,Added Small Passive Skills also grant: +5 to Strength
explicitMods,Added Small Passive Skills also grant: #% to Cold Resistance,49,49,object:49,,Added Small Passive Skills also grant: +2% to Cold Resistance
explicitMods,Attacks have #% chance to cause Bleeding,49,49,object:49,fractured=True:5,Attacks have 20% chance to cause Bleeding
explicitMods,Summons # Skeleton Warriors,49,49,object:49,,Summons 4 Skeleton Warriors
explicitMods,Supported Skills have #% increased Cast Speed,49,49,object:49,,Supported Skills have 10% increased Cast Speed
explicitMods,"#% chance to Freeze, Shock and Ignite during Effect",48,48,object:48,,"25% chance to Freeze, Shock and Ignite during Effect"
explicitMods,#% reduced Light Radius,48,48,object:48,,50% reduced Light Radius
explicitMods,#% to Fire and Chaos Resistances,48,48,object:48,crafted=True:35,+21% to Fire and Chaos Resistances
explicitMods,Area has patches of Consecrated Ground,48,48,object:48,,Area has patches of Consecrated Ground
explicitMods,Buff grants #% increased Movement Speed,48,48,object:48,,Buff grants 20% increased Movement Speed
explicitMods,Supported Attack Skills deal #% more Elemental Damage,48,48,object:48,,Supported Attack Skills deal 39% more Elemental Damage
explicitMods,Supported Skills deal #% more Spell Damage,48,48,object:48,,Supported Skills deal 39% more Spell Damage
explicitMods,Supported Skills have #% less Critical Strike Chance,48,48,object:48,,Supported Skills have 80% less Critical Strike Chance
explicitMods,# seconds to Attack Time,47,47,object:47,,+0.6 seconds to Attack Time
explicitMods,# to Maximum Power Charges,47,47,object:47,mutated=True:3,+1 to Maximum Power Charges
explicitMods,#% chance to cause Bleeding on Hit,47,47,object:47,crafted=True:2,30% chance to cause Bleeding on Hit
explicitMods,#% increased Amount Recovered,47,47,object:47,fractured=True:1,69% increased Amount Recovered
explicitMods,#% increased Cooldown Recovery Rate for each Normal or Magic Enemy in Area\n#% increased Cooldown Recovery Rate for each Rare or Unique Enemy in Area,47,47,object:47,,19% increased Cooldown Recovery Rate for each Normal or Magic Enemy in Area\n96% increased Cooldown
explicitMods,#% increased Elemental Damage,47,47,object:47,,14% increased Elemental Damage
explicitMods,#% increased effect of Non-Curse Auras from your Skills,47,47,object:47,,18% increased effect of Non-Curse Auras from your Skills
explicitMods,#% to Fire and Cold Resistances,47,47,object:47,crafted=True:12;fractured=True:2,+11% to Fire and Cold Resistances
explicitMods,Buff grants Phasing,47,47,object:47,,Buff grants Phasing
explicitMods,Gain an Inspiration Charge when you Spend Mana on Upfront\nCosts or Effects of Supported Skills,47,47,object:47,,Gain an Inspiration Charge when you Spend Mana on Upfront\nCosts or Effects of Supported Skills
explicitMods,Grants Immunity to Poison for # seconds if used while Poisoned,47,47,object:47,,Grants Immunity to Poison for 6 seconds if used while Poisoned
explicitMods,Historic,47,47,object:47,,Historic
explicitMods,Lose all Inspiration Charges after Spending a total of # Mana on Upfront Costs and Effects of Supported Skills,47,47,object:47,,Lose all Inspiration Charges after Spending a total of 548 Mana on Upfront Costs and Effects of Supp
explicitMods,Supported Skills deal #% increased Spell Damage,47,47,object:47,,Supported Skills deal 10% increased Spell Damage
explicitMods,Supported Skills deal #% more Elemental Damage per Inspiration Charge,47,47,object:47,,Supported Skills deal 5% more Elemental Damage per Inspiration Charge
explicitMods,Supported Skills have #% increased Aura effect,47,47,object:47,,Supported Skills have 24% increased Aura effect
explicitMods,Supported Skills have #% increased Critical Strike Chance per Inspiration Charge,47,47,object:47,,Supported Skills have 8% increased Critical Strike Chance per Inspiration Charge
explicitMods,Supported Skills have #% less Mana Cost,47,47,object:47,,Supported Skills have 32% less Mana Cost
explicitMods,You and nearby Allies Regenerate # Life per second,47,47,object:47,,You and nearby Allies Regenerate 193.2 Life per second
explicitMods,#% Arcane Might,46,46,object:46,,150% Arcane Might
explicitMods,#% reduced Mana Cost of Skills,46,46,object:46,crafted=True:9,14% reduced Mana Cost of Skills
explicitMods,Added Small Passive Skills also grant: # to Intelligence,46,46,object:46,,Added Small Passive Skills also grant: +4 to Intelligence
explicitMods,Area is inhabited by Skeletons,46,46,object:46,,Area is inhabited by Skeletons
explicitMods,Culling Strike,46,46,object:46,,Culling Strike
explicitMods,Gain #% of Physical Damage as Extra Cold Damage,46,46,object:46,,Gain 20% of Physical Damage as Extra Cold Damage
explicitMods,Supported Skills have #% less Area of Effect,46,46,object:46,,Supported Skills have 30% less Area of Effect
