array,template,items,lines,by_league,by_rarity,by_icon_dir,example
ultimatumMods,ReducedRecovery,98,98,Hardcore:2;Solo Self-Found:1;Standard:95,Currency:98,Maps/UltimatumTrialBase:98,ReducedRecovery
ultimatumMods,LethalRareMonsters,96,96,Standard:96,Currency:96,Maps/UltimatumTrialBase:96,LethalRareMonsters
ultimatumMods,LightningDamageFromMana,93,93,Hardcore:1;Standard:92,Currency:93,Maps/UltimatumTrialBase:93,LightningDamageFromMana
ultimatumMods,SiphoningMonsters,92,92,Standard:92,Currency:92,Maps/UltimatumTrialBase:92,SiphoningMonsters
ultimatumMods,HinderingFlasks,87,87,Hardcore:1;Standard:86,Currency:87,Maps/UltimatumTrialBase:87,HinderingFlasks
ultimatumMods,LimitedFlasks,86,86,Hardcore:2;Standard:84,Currency:86,Maps/UltimatumTrialBase:86,LimitedFlasks
ultimatumMods,DeadlyMonsters,85,85,Standard:85,Currency:85,Maps/UltimatumTrialBase:85,DeadlyMonsters
ultimatumMods,PreciseMonsters,82,82,Standard:82,Currency:82,Maps/UltimatumTrialBase:82,PreciseMonsters
ultimatumMods,SharedAuras,77,77,Standard:77,Currency:77,Maps/UltimatumTrialBase:77,SharedAuras
ultimatumMods,DexterousMonsters,76,76,Standard:76,Currency:76,Maps/UltimatumTrialBase:76,DexterousMonsters
ultimatumMods,LessenedReach,72,72,Hardcore:1;Standard:71,Currency:72,Maps/UltimatumTrialBase:72,LessenedReach
ultimatumMods,UnstoppableMonsters,70,70,Standard:70,Currency:70,Maps/UltimatumTrialBase:70,UnstoppableMonsters
ultimatumMods,LessCooldownRecovery,69,69,Hardcore:1;Standard:68,Currency:69,Maps/UltimatumTrialBase:69,LessCooldownRecovery
ultimatumMods,CurseAilmentReflection,64,64,Standard:64,Currency:64,Maps/UltimatumTrialBase:64,CurseAilmentReflection
ultimatumMods,SiphonedCharges,62,62,Hardcore:3;Standard:59,Currency:62,Maps/UltimatumTrialBase:62,SiphonedCharges
ultimatumMods,BuffsExpireFaster,60,60,Hardcore:1;Standard:59,Currency:60,Maps/UltimatumTrialBase:60,BuffsExpireFaster
ultimatumMods,UnluckyCrits,57,57,Standard:57,Currency:57,Maps/UltimatumTrialBase:57,UnluckyCrits
ultimatumMods,RestlessDeadRuin,5,5,Hardcore:5,Currency:5,Maps/UltimatumTrialBase:5,RestlessDeadRuin
ultimatumMods,MonsterAppliesRuin,4,4,Hardcore:2;Solo Self-Found:1;Standard:1,Currency:4,Maps/UltimatumTrialBase:4,MonsterAppliesRuin
ultimatumMods,RestlessDead,1,1,Hardcore:1,Currency:1,Maps/UltimatumTrialBase:1,RestlessDead
utilityMods,#% increased Movement Speed,323,323,Allflame:16;Hardcore:4;Solo Self-Found:42;Standard:261,Magic:165;Normal:145;Unique:13,Flasks/sprint:310;Flasks/Rotgut:13,40% increased Movement Speed
utilityMods,#% increased Damage,223,223,Allflame:4;Hardcore:3;Solo Self-Found:17;Standard:199,Magic:81;Unique:75;Normal:67,Flasks/gold:148;Flasks/OverflowingChalice:43;Flasks/SorrowOfTheDivine:30,40% increased Damage
utilityMods,# to Armour,216,216,Allflame:2;Hardcore:3;Solo Self-Found:16;Standard:195,Magic:108;Normal:68;Unique:40,Flasks/granite:176;Flasks/yFlask5:20;Flasks/BlockFlask:20,+1500 to Armour
utilityMods,Onslaught,192,192,Allflame:1;Hardcore:4;Solo Self-Found:23;Standard:164,Magic:80;Unique:57;Normal:55,Flasks/silver:135;Flasks/KiarasDetermination:36;Flasks/VialofUnlife:21,Onslaught
utilityMods,#% chance to Suppress Spell Damage,180,180,Allflame:4;Hardcore:5;Solo Self-Found:14;Standard:157,Magic:89;Normal:57;Unique:34,Flasks/phaseflask01:146;Flasks/PhantomBlood:32;Flasks/SoulCatcher:2,+10% chance to Suppress Spell Damage
utilityMods,Phasing,180,180,Allflame:4;Hardcore:5;Solo Self-Found:14;Standard:157,Magic:89;Normal:57;Unique:34,Flasks/phaseflask01:146;Flasks/PhantomBlood:32;Flasks/SoulCatcher:2,Phasing
utilityMods,#% increased Global Critical Strike Chance,167,167,Allflame:2;Hardcore:2;Solo Self-Found:15;Standard:148,Normal:80;Magic:77;Unique:10,Flasks/diamond:157;Flasks/GorgonsFlask:10,100% increased Global Critical Strike Chance
utilityMods,#% more Armour,165,165,Allflame:1;Hardcore:4;Solo Self-Found:23;Standard:137,Magic:98;Normal:67,Flasks/stone:165,20% more Armour
utilityMods,#% to Chaos Resistance,162,162,Allflame:1;Hardcore:4;Solo Self-Found:12;Standard:145,Magic:78;Normal:71;Unique:13,Flasks/Amethyst:149;Flasks/AtzirisPromise:11;Flasks/UberMavenFlask:2,+35% to Chaos Resistance
utilityMods,#% more Evasion Rating,158,158,Allflame:2;Hardcore:3;Solo Self-Found:21;Standard:132,Normal:73;Magic:66;Unique:19,Flasks/stibnite:139;Flasks/WitchFireBrew:16;Flasks/Sin:3,20% more Evasion Rating
utilityMods,# to Evasion Rating,146,146,Allflame:2;Hardcore:4;Solo Self-Found:13;Standard:127,Magic:92;Normal:54,Flasks/evasionflask01:146,+1500 to Evasion Rating
utilityMods,#% to all Elemental Resistances,145,145,Allflame:3;Solo Self-Found:9;Standard:133,Normal:73;Magic:57;Unique:15,Flasks/bismuth:130;Flasks/TheWiseOak:15,+35% to all Elemental Resistances
utilityMods,#% to Cold Resistance,127,127,Allflame:3;Hardcore:1;Solo Self-Found:4;Standard:119,Magic:63;Normal:57;Unique:7,Flasks/sapphire:120;Flasks/TasteOfHate:7,+40% to Cold Resistance
utilityMods,#% to maximum Cold Resistance,127,127,Allflame:3;Hardcore:1;Solo Self-Found:4;Standard:119,Magic:63;Normal:57;Unique:7,Flasks/sapphire:120;Flasks/TasteOfHate:7,+5% to maximum Cold Resistance
utilityMods,#% to Lightning Resistance,126,126,Allflame:5;Solo Self-Found:7;Standard:114,Normal:71;Magic:45;Unique:10,Flasks/topaz:116;Flasks/VinktarFlask:10,+40% to Lightning Resistance
utilityMods,#% to maximum Lightning Resistance,126,126,Allflame:5;Solo Self-Found:7;Standard:114,Normal:71;Magic:45;Unique:10,Flasks/topaz:116;Flasks/VinktarFlask:10,+5% to maximum Lightning Resistance
utilityMods,#% to Fire Resistance,118,118,Allflame:3;Solo Self-Found:4;Standard:111,Magic:55;Normal:54;Unique:9,Flasks/ruby:109;Flasks/CorusElixir:5;Flasks/ShapersFlask:4,+40% to Fire Resistance
utilityMods,#% to maximum Fire Resistance,118,118,Allflame:3;Solo Self-Found:4;Standard:111,Magic:55;Normal:54;Unique:9,Flasks/ruby:109;Flasks/CorusElixir:5;Flasks/ShapersFlask:4,+5% to maximum Fire Resistance
utilityMods,#% reduced Effect of Freeze on you,75,75,Allflame:1;Solo Self-Found:3;Standard:71,Normal:38;Magic:37,Flasks/aquamarine:75,60% reduced Effect of Freeze on you
utilityMods,#% increased Stun Threshold,61,61,Solo Self-Found:4;Standard:57,Normal:36;Magic:25,Flasks/AntiStunFlask:61,30% increased Stun Threshold
utilityMods,Cannot be Stunned if you've been Stunned during Effect,61,61,Solo Self-Found:4;Standard:57,Normal:36;Magic:25,Flasks/AntiStunFlask:61,Cannot be Stunned if you've been Stunned during Effect
utilityMods,#% increased Rarity of Items found,25,25,Solo Self-Found:1;Standard:24,Magic:16;Normal:9,Flasks/GoldFlask:25,30% increased Rarity of Items found
utilityMods,# to Ward,1,1,Standard:1,Unique:1,Flasks/AdaptationFlask03:1,+200 to Ward
utilityMods,#% to [Resistances|Cold Resistance],1,1,Standard:1,Normal:1,Charms/Basetypes:1,+25% to [Resistances|Cold Resistance]
utilityMods,#% to [Resistances|Fire Resistance],1,1,Standard:1,Magic:1,Charms/Basetypes:1,+25% to [Resistances|Fire Resistance]
utilityMods,#% to [Resistances|Lightning Resistance],1,1,Standard:1,Normal:1,Charms/Basetypes:1,+25% to [Resistances|Lightning Resistance]
veiledMods,Suffix#,34,34,Solo Self-Found:25;Standard:9,Rare:28;Unique:6,Weapons/TwoHandWeapons:7;Weapons/OneHandWeapons:6;Armours/BodyArmours:5,Suffix02
veiledMods,Prefix#,33,34,Solo Self-Found:22;Standard:11,Rare:28;Unique:5,Weapons/OneHandWeapons:9;Armours/BodyArmours:8;Weapons/TwoHandWeapons:4,Prefix02
